,text
2324,`` leipurin is a growing and rapidly internationalizing group .
2325,the objective of the planned measures is to achieve significant savings in the next few years .
2326,"the service is intended to allow the people of thirteen mediterranean countries to reach the baltic more rapidly , with a single carrier ."
2327,price talk is in the euribor plus 2 bps area and the sole lead is citigroup .
2328,sanoma will continue to focus on investing in digital media and on strengthening its market positions .
2329,the new chain has 700 discount stores and 250 supermarkets .
2330,finnish department store chain stockmann oyj abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .
2331,"we are very excited working with maxis on this first commercial deployment of ` master of maya ' , said joe doering , head of the asia south region at nokia siemens networks ."
2332,"pa ) , jpmorgan chase and co ( nyse : jpm ) and pohjoa bank are joint lead-managers on the senior , unsecured deal ."
2333,"the value of the order is eur 700,000 ."
2334,genvec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .
2335,juha-pekka weckstr+¦m has been appointed president of telecom group teliasonera finland to succeed esa rautalinko .
2336,the results will enable the preparation of a conceptual plant design and capital estimates .
2337,"oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use ."
2338,"rfid ( radio frequency identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely ."
2339,"the group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 teus , and manages a diversified fleet of its own railway rolling stock of over 17,000 units ."
2340,"last week , however , nokia announced that it will pursue a long-term relationship with microsoft , and make the windows phone 7 operating system the foundation for nokia mobile phones ."
2341,at capman haavisto will be responsible for group finances and accounting and it .
2342,"compared with the ftse 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % ."
2343,the combined capital of these funds is expected to be eur 100mn-150mn .
2344,"about marubeni marubeni corporation tse : 8002 ; adr : maruy was established in 1858 , and is a core company of marubeni group , one of japan 's leading general trading houses ."
2345,the company does not at present hold any of its own shares .
2346,"niina nenonen , marimekko 's current director for clothing , bags and accessories lines , will take up this role ."
2347,"london icis -- tikkurila has completed the sale of its powder coatings business to finnish industrial coatings firm teknos group , the finland-based decorative paints company said on wednesday ."
2348,"the stonegate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing ."
2349,"cargotec 's share capital after the increase totals 64,046,460 euros ."
2350,the company 's main shareholders lihakunta and itikka osuuskunta have both made a commitment to acquire shares worth eur 20mn .
2351,"bids or offers include at least 1,000 shares and the value of the shares must correspond to at least eur4 ,000 ."
2352,it delivers a different user experience and enables us to widen the market we can address . ''
2353,the company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .
2354,"in january-september 2009 , the group 's net interest income increased to eur 112.4 mn from eur 74.3 mn in january-september 2008 ."
2355,"in august , latvijas finieris ordered all production lines for a new green veneer mill to be built in ukmerge , lithuania ."
2356,"`` in the newly formed company yit stavo the local contact network , expertise and market know how of euro stavokonsult will be combined with yit 's housing concept , '' said juha kostiainen , yit 's vice president , corporate communications and business development ."
2357,finnish paper maker upm-kymmene corp. on monday announced the sale of its wrapping unit walki wisa to the capman investment group in a move to further concentrate on its core business .
2358,"the board of directors proposes to the shareholders ' meeting on 18 march 2010 that the company would pay dividend for the financial year january 1 - december 31 , 2009 , eur 0.02 per share ."
2359,most of the increase in net sales was due to the acquisition of swedish silva that produces garden tools and boats .
2360,"the corresponding increase in the share capital , in total eur 300,00 was registered in the finnish trade register on may 8 , 2008 ."
2361,"the group 's business sectors are building construction , infrastructure construction , technical building services , and building products ."
2362,"in sweden , operating profit for the period under review totaled eur 3.4 mn , up 30.8 % from the corresponding period in 2005 ."
2363,"tyrv+æinen is of the opinion that the airline has been repeating this for some time already , however ."
2364,it helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .
2365,"for 2009 , incap expects revenue of some eur 70 million ."
2366,"after the sale , outokumpu 's share of the technology unit will be reduced to some 12-20 percent ."
2367,"m-real generated a turnover of eur5 .6 bn in 2006 and has 15,500 employees ."
2368,"the company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' ."
2369,"these sections will be put into place to form the load-bearing steel structure of the bridge , '' says sami eronen , senior vice president , infrastructure and northern europe , ruukki construction ."
2370,to raise consumer awareness and encourage people to recycle their old mobile devices nokia runs regular recycling campaigns around the world .
2371,`` we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ''
2372,"a total six of the polled analysts rated m-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' ."
2373,"profit for the period totaled eur 39.4 mn , up from eur 33.9 mn in the corresponding period in 2006 ."
2374,"the new system , which will include 60 mc3090 pdas from motorola , to be used by 60 poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing warehouse management system , aldata g.o.l.d stock , which went live in may 2008 ."
2375,"san francisco ( marketwatch ) -- nokia corp , the world 's largest cell-phone maker , is using the consumer electronics show in las vegas to introduce a high-end , thin folding phone , according to a media report monday ."
2376,uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .
2377,the solutions will be used for upgrading the networks of a russian mso in 37 different cities in russia .
2378,the company 's board of directors would propose a dividend of eur1 .00 per share for 2005 .
2379,"net interest income was eur 39.3 mn , up from eur 32.7 mn ."
2380,"den bosch-based tomtom is europe 's largest maker of automotive navigation devices , while cayman islands-based garmin is larger in the u.s. and overall ."
2381,more than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .
2382,"finnish financial group aktia reports operating profit of eur 44.4 mn in january-september 2009 , up from eur 37.3 mn in the corresponding period in 2008 ."
2383,"ahlstrom , headquartered in helsinki , finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials ."
2384,"takoma will carry out the transaction by acquiring the entire share capital of moventas parkano oy , which runs the factory in parkano , southern finland ."
2385,the bank forecasts finland 's gdp will grow by 2 % in 2010 and in 2011 .
2386,j+ærvi-suomen portti is also planning to reduce the use of sodium nitrite .
2387,"our objective is to yield a significant part of our turnover in russia in a couple of years , '' says solteq 's managing director hannu ahola ."
2388,all are welcome .
2389,"the australian company mirabela nickel has awarded outokumpu technology a contract for grinding technology for its nickel sulfide project in bahia state , brazil ."
2390,the contract is for next year .
2391,"when this investment is in place , atria plans to expand into the moscow market ."
2392,"also , a six-year historic analysis is provided for these markets ."
2393,the original contract was signed last summer .
2394,the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register .
2395,"cohen & steers , inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights ."
2396,it also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .
2397,"via the plant , the belgian company will feed 8.4 mw of electricity into the distribution grid and will be able to deliver up to 14 mw of heat ."
2398,"the study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies ."
2399,"the contracts awarded to date , in connection with the system , amount to a total eur 36 million ."
2400,"rosendal at outotec.com eila paatela , vice president - corporate communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila ."
2401,finnish-swedish tietoenator is expanding its business quickly in russia .
2402,"finnish printed circuit boards ( pcbs ) maker aspocomp group oyj said on december 4 , 2006 it named henry gilchrist senior vice president of the group 's asian operations , as of january 8 , 2007 ."
2403,"adp news - jan 13 , 2009 - finnish industrial and environmental measurement equipment maker vaisala oyj omx : vaias said yesterday it will develop an operational reference radiosonde for climate change observations ."
2404,"demand seems to have hit bottom now , and some signs of improvement can be seen ."
2405,the presentation material can be viewed on the company 's website in english after the conference .
2406,"in accordance with our strategy , we strengthened our local presence by establishing a representative office in south africa in october ."
2407,rihko said the sale will enable the company to concentrate on its grain-based business .
2408,the first quarter was as expected and was in line with analysts ' forecasts .
2409,operating profit rose to eur 3.11 mn from eur 1.22 mn in the corresponding period in 2009 .
2410,"( adp news ) - finnish handling systems provider cargotec oyj ( hel : cgcbv ) announced on friday it won orders worth eur 10 million ( usd 13.2 m ) to deliver linkspans to jordan , morocco and ireland ."
2411,"vehvilainen , who is currently the chief operating officer at nokia siemens networks , will join finnair on 5 january 2010 and take over as ceo effective 1 february 2010 ."
2412,"according to bosse , the present cooperation is beneficial to all parties , however ."
2413,finnish beverage company olvi is introducing a new long drink olvi kultalonkero ( `` golden long drink '' ) in the market in finland in the spring of 2009 .
2414,"the company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment ."
2415,the previous offer was 3.4 % of voting rights and 12.3 % of capital .
2416,"according to the company 's updated strategy for the years 2009-2012 , basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales ."
2417,"when open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat ."
2418,the current lay-offs are additional to the temporary lay-offs agreed in december 2008 and in may 2009 .
2419,"the decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ."
2420,"janno reiljan , a member of the eesti energia supervisory board , said the owners of narva power grid had informed eesti energia about their wish to sell ."
2421,vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .
2422,"rohwedder group is an automotive supplies , telecommunications and electronics industry provider for customers in europe , north america and asia ."
2423,karppinen expects the consolidation trend to continue in the finnish market .
2424,"aldata solution oyj thomas hoyer cfo more information : aldata solution oyj , thomas hoyer , cfo , tel. +358 45 670 0491 aldata in brief aldata solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies ."
2425,the combined value of the orders is almost eur 3mn .
2426,"in addition to software development , the new design unit will provide for mechanical engineering and electronics design ."
2427,the value of the order is nearly eur400m .
2428,"when dialing in , the participants should quote 877417 as conference id ."
2429,the issuer is solely responsible for the content of this announcement .
2430,demand was brisk as expected and order levels have remained high .
2431,"the objective is that trading in the shares will commence on may 2 , 2007 ."
2432,"the government started the sell-off last month , putting an 8 percent stake in teliasonera on the auction bloc ."
2433,"the ebrd is using its own funds to provide a 21.6 million a loan while the b portion of 10 million euros has been syndicated to two finnish commercial banks , nordea bank finland plc 7.7 million euros and pohjola bank plc 2.3 million euros ."
2434,the acquisition of avc systemhaus and the majority stake in cableway will increase the number of teleste personnel by 250 .
2435,"in the third quarter of 2010 , net sales increased by 5.2 % to eur 205.5 mn , and operating profit by 34.9 % to eur 23.5 mn ."
2436,"overall , 50 percent of respondents were confident about their security when banking online ."
2437,15 december 2010 - finnish-german telecoms equipment maker nokia siemens networks said today it won a contract to upgrade the radio network of home-based telecommunications company elisa oyj hel : eli1v .
2438,the initial estimated total value was 1744900 eur and the final award value was 1744900 eur .
2439,the shares shall be acquired according to the rules of nasdaq omx helsinki and otherwise according to the rules related to acquisition of the company 's own shares .
2440,"in switzerland , teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( ftth ) operators ."
2441,"the firm 's uk head office is in rugby road , lutterworth ."
2442,tele2 affarsvarlden gave a `` buy '' recommendation on mobile operator tele2 ab and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .
2443,lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .
2444,"8,600 m , and at the time of investment it is fully leased to several tenants ."
2445,"sarantel , based in wellingborough , uk , designs high-performance antennas for portable wireless devices ."
2446,the acquisition is expected to take place by the end of august 2007 .
2447,turnover rose to eur21m from eur17m .
2448,"the company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 ."
2449,"metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries ."
2450,"both operating profit and turnover for the six-month period increased , respectively , from eur17 .6 m and eur1149 .9 m , as compared to the corresponding period in 2007 ."
2451,"after the signing , the total amount of aspo 's revolving credit facility agreements is eur 50 million , which replaces the formerly valid agreements of eur 80 million ."
2452,the diameter protocol is developed according to the standards ietf rfc 3588 and ietf rfc 3539 .
2453,benefon will turn the salo unit into a b2b business unit and establish a b2c business unit in the uk .
2454,"`` we are happy to be working with rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said rbff president & ceo frank peterson ."
2455,the expansion will be delivered in the fourth quarter of 2006 .
2456,diluted earnings per share ( eps ) rose to eur 1.05 from eur 0.64 .
2457,the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .
2458,ruukki announced that it has signed an agreement with aker solutions of norway to supply 24 suction anchors in september 2010 from its kalajoki unit in finland .
2459,merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from `` neutral '' to `` buy '' in may .
2460,"currently it operates a fleet of eight carriers , as well as nine pushers and barges ."
2461,"chic and cheerful , finnish design house marimekko has been sending its geometric textiles out into the world for the past 60 years ."
2462,"it services firm tietoenator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains ."
2463,"in the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making ."
2464,"may 29 , 2010 ( companiesandmarkets.com delivered by newstex ) -- this report provides key data and information on the meat , fish and poultry market in finland ."
2465,the oxyview pulse oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .
2466,"www.countryelements.co.uk designed by patricia burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes ."
2467,the name of the newspaper publishing and printing division sanoma will be changed to sanoma news .
2468,"the total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln ."
2469,elektrobit ( eb ) has renewed its it infrastructure contract with ict services provider fujitsu services for eb 's patja service .
2470,"helsinki afx - cramo said it has agreed to sell cramo nederland bv cnl , its dutch machinery and equipment rental unit , to jaston groep for an undisclosed sum ."
2471,"the business area has operations in finland , sweden , denmark , estonia , latvia and lithuania ."
2472,"as previously announced , geosentric oyj entered into financing agreements with its lead investor on june 30 , 2010 enabling the company to receive financing up to the aggregate amount of 6m ."
2473,"also , it is bringing in `` the right kind of people '' to upgrade its human resources ."
2474,"turun kaupunkin , finland based company has awarded contract to lemminkainen talotekniikka oy for electrical installation work ."
2475,the deal includes an option for cramo to buy out the minority stake in 2011 .
2476,a tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a google ( nasdaq : goog ) cash advertiser .
2477,biohit already services many current genesis customers and the customer base is expected to expand as a result of this agreement .
2478,"the subsidiary will be responsible for filter sales , local assembly of filters and after market services in china ."
2479,"at the moment , valio is not worried , but if the ban continues for long , it may become quite a problem ."
2480,"the airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added ."
2481,the company did not distribute a dividend in 2005 .
2482,no planned closing date was provided .
2483,"the above mentioned shareholders will suggest that a monthly salary of eur 1,400 would be paid for the board members outside the company ."
2484,"the liquid handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the biohit brand ."
2485,the first phase will be completed by the end of 2012 .
2486,calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .
2487,the eps improved to eur0 .38 from eur0 .27 .
2488,"the business units of the investlesprom group cover the full forest industry chain , and the group owns forests , sawmills , paper and pulp mills , and other processing plants ."
2489,the company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .
2490,"the vaisala group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products ."
2491,part of the reductions will be made through retirement arrangements .
2492,"in the second quarter of 2010 , the group 's net profit rose to eur3 .1 m from eur2 .5 m in april-june 2009 ."
2493,otherwise the situation is under control .
2494,affectogenimap builds highly customised it solutions for its customers in finland and the baltic countries .
2495,"compared with the ftse 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % ."
2496,the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations .
2497,the met is located in the central business district ( cbd ) of bangkok .
2498,"both operating profit and net sales for the three-month period increased , respectively from eur16 .0 m and eur139m , as compared to the corresponding quarter in 2006 ."
2499,finnish food company raisio oyj hel : raivv said today it will buy british snacks and confectionery company big bear group plc for an enterprise value of eur 95.3 million usd 129.9 m .
2500,"m-real , which is part of finnish paper maker metsaliitto group , is due to release its second-quarter report at around 12:00 eet on 5 august 2010 ."
2501,"oriola-kd , headquartered in espoo , finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the nordic and baltic countries ."
2502,"by implementing the software the finnish army aims to unify and improve its operations in these application areas , qpr software stated ."
2503,nd = not disclosed .
2504,symphony services provides development services for aldata gold .
2505,"operating profit totaled eur 5.5 mn , up from eur -0.7 mn ."
2506,"after the transaction , danske bank becomes an equal player with nordic bank group nordea in the nordic countries ."
2507,"finnish engineering and technology company metso oyj said on may 27 , 2008 it completed the acquisition of paper machinery technology from japanese engineering company mitsubishi heavy industries ( mhi ) for an undisclosed sum ."
2508,"metso foundries jyvaskyla , inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in jyvaskyla , finland ."
2509,finnish vacon has signed significant deals with norwegian scandinavian electric systems ( ses ) on the supply of ac drives .
2510,"in finland , insurance company pohjola and the finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety ."
2511,the carrier said its area travel agency is to sell most of its outlets to sister chain suomen matkatoimisto (smt)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .
2512,the personnel s expertise and high level of technology play a major role in exel composites operations .
2513,rental of building equipment accounted for 88 percent of the operating income .
2514,the new organization consists of two business units : charging & messaging and finance & administration .
2515,the employment contracts of 14 of the employees will end in march 2009 as a result of the company 's previous employer-employee talks .
2516,the group 's revenue in 2009 amounted to eur 70 million and the company currently employs approximately 780 people .
2517,"helsingin uutiset , vantaan sanomat and lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater helsinki region ."
2518,the ongoing project where tekla structures is being used is the vashi exhibition centre being developed by insteel engineers pvt ltd-iivrcl infrastructures & projects ltd & cidco .
2519,finnish food company raisio oyj hel : raivv said on friday it has wrapped up the divestment of its margarine operations to us sector player bunge ltd nyse : bg for eur80m usd119 .2 m .
2520,union and company officials did not return calls yesterday .
2521,the stock of new machines is reasonably small and new orders bring work .
2522,finnish component supplier componenta corporation omx helsinki : cth1v said on monday 16 june that it is changing its pricing cycle due to the increase of raw material prices .
2523,"according to arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed ."
2524,"under a preliminary estimation , the technology park will measure about 50,000 square meters ."
2525,"( adp news ) - nov 3 , 2008 - finnish cargo handling systems and services company cargotec oyj ( omx : cgcbv ) said today that it acquired 80 % stakes in italian service companies cvs technoports srl and cvs service srl from italian handli"
2526,the power generated annually by loviisa covers about 10 % of finland 's electricity consumption .
2527,customers in a wide range of industries use our stainless steel and services worldwide .
2528,all depends on financing .
2529,"the company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding ."
2530,the low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .
2531,"finnish real estate investor sponda plc said on wednesday 12 march that it has signed agreements with danske bank a-s , helsinki branch for a 7-year eur150m credit facility and with ilmarinen mutual pension insurance company for a 7-year eur50m credit facility ."
2532,mr lee said he hoped that neste 's move will ` pave the way for more collaboration projects between our two countries ' .
2533,financing of aspocomp 's growth aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding hdi printed circuit boards pcbs .
2534,"adp news - feb 25 , 2009 - finnish printed circuit board pcb maker aspocomp group oyj hel : acg1v said today it swung to a net profit of eur 300,000 usd 385,000 for 2008 versus a net loss of eur 65.3 million"
2535,the forecast for 2012 is 3.3 % .
2536,"atria will launch a campaign in september to promote the campomos brand on the moscow market , he said ."
2537,incap contract manufacturing is a subsidiary of incap corporation of finland .
2538,"lcs 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support ."
2539,"the segment has an annual revenue of approximately eur400m , the company said ."
2540,high winds also toppled three semi-trailers on i-15 north of barstow .
2541,earnings per share eps amounted to eur0 .01 .
2542,"the business transfer will take effect from 1 january 2007 , and in connection with this 47 employees will transfer from elisa to daxtum as continuing employees ."
2543,"risto jalo , chief executive of dormus print and also owner of the remainder of the company , will keep his position after the acquisition ."
2544,"the vessels also have to be environmentally friendly , fast , and have all modern conveniences ."
2545,`` consumers have very well received our packed fresh meat .
2546,teliasonera has secured deliveries for 4g modems with support for 3g and 2g during the second quarter 2010 .
2547,"it 's even a little bit higher than yara 's multiples on itself , ' an analyst in helsinki said ."
2548,"the company is in charge of all natural gas storage activities in france , great britain , and germany ."
2549,"finland 's neste oil has been awarded the chemical industry federation of finland 's innovation award for its nexbtl technology , which enables biodiesel to be produced from vegetable oil and animal fat ."
2550,the transaction is expected to be completed next spring .
2551,- i am pleased that bjorn wahlroos has accepted the nomination .
2552,"the sale , which will result in a gain of some eur 60 million in the second quarter of 2010 for oriola-kd , supports the finnish company 's strategy to focus on pharmaceutical wholesale and retail operations ."
2553,"only l+ænnen tehtaat showed a loss , but it has only recently started streamlining measures ."
2554,"kai tulonen , chief technology officer , sysopen digia says : `` we have been using corporate phonebook inside sysopen digia extensively since last fall , and we have been very satisfied with the results ."
2555,rubin says he expects capman to announce 1-2 additional transactions in 2009 .
2556,"following the acquisition , relacom will strengthen its presence in finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services ."
2557,"the inventors are mukkavilli krishna kiran , sabharwal ashutosh and aazhang behnaam ."
2558,"jan. 6 -- ford is struggling in the face of slowing truck and suv sales and a surfeit of up-to-date , gotta-have cars ."
2559,"`` if you need malware removal tools , type the url of your vendor of choice directly into the browser bar and use links on their website , '' wrote trend micro 's rik ferguson on monday ."
2560,"helsinki (thomson financial)- kemira growhow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in europe , which is normally stronger during the first quarter ."
2561,"technopolis and the st. petersburg government signed a cooperation memorandum in october 2005 to set up a techno-park in the neudorf production zone in the village of strelny , in the st. petersburg suburbs ."
2562,"a structures bim ( building information modeling ) software from tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in abu dhabi ."
2563,"no price was given for the transaction , which merges two london companies that have worked together on a number of projects including delivery of timetables for britain 's national express east coast rail networks ."
2564,"l+ænnen tehtaat 's food division was reorganised into two strategic business units , apetit frozen foods and jams , and apetit fish ."
2565,"viking will pay eur 130 million for the new ship , which will be completed in january 2008 ."
2566,`` we are pleased to welcome tapeks noma into cramo group .
2567,8 may 2009 - finnish liquid handling products and diagnostic test systems maker biohit oyj ( hel : biobv ) said today ( 8 may 2009 ) its net loss narrowed to eur0 .1 m ( usd0 .14 m ) for the first quarter of 2009 from eur0 .4 m for the same period of 2008 .
2568,eurochem cfo andrey ilyin said : `` this facility marks another important step for eurochem in securing the long-term financing necessary for our potash and other strategic projects '' .
2569,protalix has $ 42 million in cash and no sales .
2570,"china unicom , nyse : chu , hkse : 0762 , and shse : 600050 , the second largest mobile carrier in the country ."
2571,the group aims to increase its net sales and comparable operating profit in 2006 .
2572,"( adp news ) - nov 5 , 2008 - finnish electronic measurement products and solutions maker vaisala oyj ( omx : vaias ) said today that its net profit rose to eur 18 million ( usd 23.1 m ) for the first nine months of 2008 from eur 1"
2573,"vaahto pulp & paper , of finnish vaahto group , has been awarded an order to renovate finnish-swedish forest industry company stora enso 's paperboard machine at the ingerois board mill in finland ."
2574,"i can say categorically , no , ' wahlroos was quoted as saying by the paper , when asked about sampo 's interest in making a bid for rsa ."
2575,"agreement with shb 30 december 2009 - finnish financial services group aktia hel : aktav has concluded a market making agreement with svenska handelsbanken sto : shb a , or shb , the two parties said today ."
2576,it is estimated that the consolidated turnover of kausta guder will reach lt 53mn us$ 22.53 mn eur 15.35 mn in 2007 .
2577,nwc analysis :
2578,there have not been previous share subscriptions with 2004 stock options .
2579,estonia 's beer market overall grew three percent last year to 130 million liters .
2580,electricity consumption grows with higher frequencies .
2581,"narrows to eur2 .8 m 9-mo '09 29 october 2009 - finnish software and hardware developer elektrobit oyj hel : ebg1v , or eb , said today that its net loss narrowed to eur2 .8 m for the first nine months of 2009 from eur35 .6 m for the same period a year ago ."
2582,"however , the growth margin slowed down due to the financial crisis ."
2583,he confirmed his view on july 6 .
2584,"capman , with offices in helsinki , stockholm , copenhagen and oslo , manages nordic buyout , mezzanine , technology , life science and real estate funds with approximately eur2 .6 bn in total capital ."
2585,"the finnish supplier of bss-oss and vas for telecom operators , tecnotree , has received expansion orders worth a total us$ 7.3 mn for its convergent charging and next generation messaging solutions in latin america , the company announced without specifying which operators had placed the orders ."
2586,"in addition to verification of an identity and digital signatures , new state-approved mobile id enables to cast votes in elections as well ."
2587,the original patent was filed in finland under application no. .
2588,"global markets direct 's pohjola bank plc - financial analysis review is an in-depth business , financial analysis of pohjola bank plc. ."
2589,"we also strengthen our existing partnership with cybercom '' , says teleste cto esko myllyla ."
2590,sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .
2591,the group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .
2592,finnish mobile operator dna will function as a subcontractor to maingate and will be responsible for telecommunications connections .
2593,"motorola inc. of the united states came second with shipments of 217.4 million units for a 21.3 percent market share , followed by south korea 's samsung electronics co. with shipments of 118.0 million units for an 11.6 percent share ."
2594,"upm-kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products ."
2595,the order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in july 2007 .
2596,the technology park will be built near st. petersburg-based pulkovo airport .
2597,net sales in 2007 totalled eur 329 million and the operating margin was over 19 % .
2598,"following this increase huhtamaki 's registered share capital is eur360 .62 m and the number of shares outstanding is 106,063,320 ."
2599,"in lithuania , operating profit rose to eur 190,000 from eur 70,000 in the corresponding period in 2005 ."
2600,"elisa corporation will disclose its financial statements for 2006 on thursday , 8 february 2007 ."
2601,"yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection ."
2602,it is planned to set up the a class business center in the two top storeys of the complex .
2603,the figure does not include food exports from finland .
2604,operating loss totaled eur 25mn compared to a profit of eur 63mn in the corresponding period in 2005 .
2605,s already good position in the technical building services market in ostrobothnia .
2606,solidium now holds 5.0 per cent of the shares solidium oy has acquired 5.0 per cent of the shares in tieto corporation for approximately eur 58 million .
2607,other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .
2608,"the company has the poser , who wants to impress people with the latest handset ."
2609,"following the transaction , tulikivi restructured its operations into the soapstone fireplaces business , natural stone product business and ceramic products business units ."
2610,they will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .
2611,"helsinki ( afx ) - retail and wholesale group kesko reported net sales of 659.4 mln eur for february , an increase of 10.8 pct year-on-year ."
2612,yvonne jones is owner of chameleon interiors .
2613,"westend ict plc s new 409,665,891 shares and increase of share capital with eur 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 december 2010 have today registered in the trade register ."
2614,"salo , finland , 29 august 2006 - benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , opna , from its long-standing technology partner , pollex ."
2615,pharmaceutical market in czech republic global research & data services published recently a market analysis about the pharmaceutical markets in czech republic .
2616,"panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law ."
2617,finnish navigation device manufacturer benefon that is changing its name to geosentric reports net sales of about eur 1.1 mn in the second quarter of 2007 .
2618,"earnings per share eps are seen at eur 0.56 , up from eur 0.38 ."
2619,cargo volume increased by approximately 5 % .
2620,"demonstrations of the broad capabilities of the mobility business suite will be organized during the 3gsm world congress in barcelona , from february 12th to 15th ."
2621,ceo erkki j+ærvinen is happy with the company 's performance in 2010 .
2622,the implementation of the deal is subject to the approval by the finnish competition authority .
2623,4g allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3g .
